Product Info,"Product Name:  || Date Scraped: [datetime.datetime(2018, 12, 18, 12, 0, 25, 591612)]",,Product URL: https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774/ref=cm_cr_arp_d_product_top?ie=UTF8
KEYWORDS,Keywords Sentiments Score,Keywords Confidence Score,Sentence,Sentiment Score,Confidence Score,Author,Rating,Average Rating,Category
PRICE,1.4677749000000027,1.3398115079365065,was looking for an economy priced fan that works and it does the only complaint is the lowest setting could be a little lower,-0.651174,0.566666666667,Jennifer,5,4.1,NULL
PRICE,1.4677749000000027,1.3398115079365065,Good product for good price,0.892446,0.6,Louis-Étienne Gagnon,5,4.1,NULL
CHARM,1.8675365000000002,0.0,Nothing fancy butworks like a charm.,0.522418,0.0,Matthew Wickware,5,4.1,NULL
STURDY,-0.09430385714285716,0.4990079365079364,Not very sturdy,-0.524656,0.3,Heather Hendrick,3,4.1,NULL
STURDY,-0.09430385714285716,0.4990079365079364,Not too sturdy for a pedestal fan.,-0.276811,0.0,Christopher Darling,4,4.1,NULL
LIGHT,0.9261871470588238,1.0557364612511673,"Wish the lowest setting was a little bit lighter but thats ok. Im one of those freaks that needs a fan blowing in the bedroom all year round, summer or winter.",-0.451398,0.466666666667,Amazon Customer 2018-03-21,5,4.1,NULL
LIGHT,0.9261871470588238,1.0557364612511673,Quiet and extremely lightweight,0.94625,0.666666666667,neighbour2thenorth,5,4.1,NULL
LIGHT,0.9261871470588238,1.0557364612511673,This one is maybe slightly below in terms of quality of materials our cheapest fan.,0.804172,0.166666666667,Christopher Darling,4,4.1,NULL
LASTED,-2.6470482499999997,1.9458333333333342,The last one we bought (cheap junk from Canadian Tire) lasted 10 years and it was literally only shut off to clean it.,-0.962563,0.616666666667,Ron Seigel,1,4.1,NULL
ROUGH,2.0041515000000003,1.7180555555555552,Really easy to set up and runs great throughout the night,0.977534,0.791666666667,Sydney,5,4.1,NULL
BREEZE,3.044288499999999,2.2916666666666665,Bought two of these and the motor on one of them doesn't run smoothly - it still sends breeze but it does faster and slower motion constantly regardless of the speed choice.,0.553507,0.416666666667,Allrounder,2,4.1,NULL
CLEAN,-0.610846,1.1860389610389612,The last one we bought (cheap junk from Canadian Tire) lasted 10 years and it was literally only shut off to clean it.,-0.962563,0.616666666667,Ron Seigel,1,4.1,NULL
